generation,best_in_population,mean_fitness,global_best_fitness
588,949.057333,-374.180516,949.057333
589,949.057333,-308.768869,949.057333
590,949.057333,-452.287327,949.057333
591,949.057333,-475.918013,949.057333
592,949.057333,-359.533637,949.057333
593,949.057333,-180.774942,949.057333
594,949.057333,-206.989300,949.057333
595,949.161667,-387.854860,949.161667
596,949.161667,-343.501516,949.161667
597,949.161667,-546.964878,949.161667
598,949.161667,-293.993705,949.161667
599,949.161667,-399.850768,949.161667
600,949.161667,-649.297194,949.161667
601,949.161667,-591.351241,949.161667
602,949.161667,-681.707691,949.161667
603,949.161667,-514.077269,949.161667
604,949.161667,-541.910406,949.161667
605,949.161667,-367.595766,949.161667
606,949.161667,-84.846237,949.161667
607,949.161667,-208.237262,949.161667
608,949.161667,46.336626,949.161667
609,949.161667,-218.840985,949.161667
610,949.251000,-379.700545,949.251000
611,949.251000,-435.973742,949.251000
612,949.251000,-535.340083,949.251000
613,949.251000,-372.402936,949.251000
614,949.251000,-261.139467,949.251000
615,949.251000,-177.328923,949.251000
616,949.251000,-171.853532,949.251000
617,949.251000,-253.919970,949.251000
618,949.251000,-344.408733,949.251000
619,949.251000,-220.029148,949.251000
620,949.251000,-249.269209,949.251000
621,949.251000,-247.519658,949.251000
622,949.251000,-165.836268,949.251000
623,949.251000,-179.903870,949.251000
624,949.251000,-149.468148,949.251000
625,949.251000,-275.363207,949.251000
626,949.251000,-225.689975,949.251000
627,949.251000,-422.577014,949.251000
628,949.251000,-418.651541,949.251000
629,949.251000,-211.416586,949.251000
630,949.251000,-216.475239,949.251000
631,949.251000,-278.552623,949.251000
632,949.251000,-327.358903,949.251000
633,949.251000,-441.804461,949.251000
634,949.251000,-233.995222,949.251000
635,949.251000,-197.232541,949.251000
636,949.251000,-435.936342,949.251000
637,949.251000,-432.304878,949.251000
638,949.251000,-239.888004,949.251000
639,949.251000,-227.092187,949.251000
640,949.251000,-294.674996,949.251000
641,949.251000,-441.239908,949.251000
642,949.251000,-412.007231,949.251000
643,949.251000,-337.874794,949.251000
644,949.251000,-414.417644,949.251000
